"Species_Accession","Species","GC_core","The_mean_GC_of_the_first_10_codons","Difference_between_core_and_first_10_codons_GC","Linear_Regression_slope","Difference_First_and_second_codons_GC","Maximum_difference_to_core","Where_max_difference","Max_Deviation_From_Core_GC"
"GCF_000970065.1","Methanosarcina_barkeri_227","0.425153932269801","0.370979765708199","0.0541741665616023","0.00268525037062349","0.0146432374866864","0.0855195694725008","4","-0.0855195694725008"
"GCF_000970305.1","Methanosarcina_barkeri_3","0.424432091139935","0.365197889182057","0.0592342019578787","0.0029710970036581","-0.00386983289357873","0.0918903145348348","4","-0.0918903145348348"
"GCF_000970025.1","Methanosarcina_barkeri_MS","0.424805324002607","0.369770723104055","0.0550346008985517","0.00276539673216451","0.0223104056437379","0.0888264880237721","4","-0.0888264880237721"
"GCF_000969985.1","Methanosarcina_barkeri_str._Wiesmoor","0.423998059194566","0.367542120911792","0.0564559382827738","0.00281600374555725","0.00479022134125989","0.0814146432712121","4","-0.0814146432712121"
"GCF_000970285.1","Methanosarcina_horonobensis_HB-1_=_JCM_15518","0.442162256571479","0.383001565645267","0.0591606909262115","0.00297646567896433","-0.0113322895698197","0.0970493064484666","4","-0.0970493064484666"
"GCF_000970265.1","Methanosarcina_lacustris_Z-7289","0.44920850806604","0.382860451650261","0.0663480564157789","0.00321398060743373","-0.0042462845010619","0.0930996487724668","4","-0.0930996487724668"
"GCF_000970245.1","Methanosarcina_mazei_C16","0.447090291332321","0.381009296148738","0.0660809951835835","0.003123441220183","-0.00246632517548934","0.0966823990917592","4","-0.0966823990917592"
"GCF_000970225.1","Methanosarcina_mazei_LYC","0.445274007038713","0.382803932690489","0.0624700743482237","0.00305121729030658","-0.00066175080355485","0.0909537196497924","4","-0.0909537196497924"
"GCF_000970185.1","Methanosarcina_mazei_SarPi","0.447604178283335","0.382575535347609","0.0650286429357262","0.00310648664610434","-0.00987581891072603","0.0994082263912855","4","-0.0994082263912855"
"GCF_025035885.1","Methanosarcina_mazei_TMA","0.444699239059326","0.380985788810936","0.0637134502483901","0.00301377022221847","-0.00530670983989945","0.091218397181291","4","-0.091218397181291"
"GCF_000970165.1","Methanosarcina_mazei_WWM610","0.447175421209118","0.382015011547344","0.0651604096617742","0.0030789739185768","-0.0018283294842184","0.0965210717095044","4","-0.0965210717095044"
"GCF_000970145.1","Methanosarcina_siciliae_C2J","0.45280142435876","0.385604442545917","0.0671969818128431","0.00315903231338814","-0.00996725046276592","0.0949059380993312","4","-0.0949059380993312"
"GCF_000970125.1","Methanosarcina_siciliae_HI350","0.459931443394478","0.386052123552121","0.0738793198423572","0.00340686834705882","-0.0191441441441449","0.107775716238754","4","-0.107775716238754"
"GCF_000970085.1","Methanosarcina_siciliae_T4/M","0.458561518802483","0.385960784313723","0.0726007344887598","0.00337627616142549","-0.0163921568627448","0.103894852135819","4","-0.103894852135819"
"GCF_000969925.1","Methanosarcina_thermophila_CHTI-55","0.442953645469369","0.381775643393672","0.0611780020756962","0.00297876016487912","0.00541805196404449","0.0953363569580998","4","-0.0953363569580998"
"GCF_000969905.1","Methanosarcina_vacuolata_Z-761","0.429860036452423","0.370577231427043","0.0592828050253794","0.00285335544570761","0.00106894708711996","0.092072756922759","4","-0.092072756922759"
"GCF_034480035.2","Methanosphaera_sp._ISO3-F5","0.328826728826729","0.267613222659094","0.061213506167635","0.00277726159239704","0.00742682394058625","0.087673386755957","6","-0.087673386755957"
"GCF_023093535.1","Halovivax_limisalsi","0.67754615225057","0.642651028576751","0.0348951236738196","0.00205244181872065","-0.0350926184492234","0.0897215222589429","2","-0.0897215222589429"
"GCF_004799665.1","Halapricum_salinum","0.649194507514326","0.62184310294547","0.0273514045688553","0.00176590448144156","-0.0205113249732694","0.0718638960629744","2","-0.0718638960629744"
"GCF_000730285.1","Candidatus_Nitrososphaera_evergladensis_SR1","0.520260497822526","0.481676236526644","0.0385842612958816","0.00168415459784405","0.0350559081293438","0.0629219262500487","4","-0.0629219262500487"
"GCF_013407145.1","Nitrosopumilus_cobalaminigenes","0.334130511463845","0.320452155625657","0.0136783558381877","0.000894890848435239","0.058534875569578","0.0482910442363665","3","-0.0482910442363665"
"GCF_013407185.1","Nitrosopumilus_ureiphilus","0.340545531286272","0.319803769687583","0.0207417615986888","0.00117499828895056","0.0389878647043647","0.0481365460035436","3","-0.0481365460035436"
"GCF_024498195.1","Halovivax_cerinus","0.659697405353598","0.62950370167261","0.0301937036809876","0.00185905679310233","-0.0364683301343558","0.0848870589501557","2","-0.0848870589501557"
"GCF_000769655.1","Thermococcus_eurythermalis","0.547713058138902","0.501182654402102","0.0465304037368004","0.00198766559708511","0.00073003358154422","0.0710011293901809","4","-0.0710011293901809"
"GCF_026410925.1","Halovenus_salina","0.613423153692615","0.578111051597933","0.0353121020946817","0.00212383960961645","-0.0337439742903082","0.091730598791703","2","-0.091730598791703"
"GCF_024228675.1","Salinigranum_marinum","0.672231361796579","0.636013888888881","0.0362174729076978","0.00217393650990468","-0.0323611111111088","0.0938285840188029","2","-0.0938285840188029"
"GCF_013343295.1","Metallosphaera_tengchongensis","0.459197530864198","0.415847720230191","0.0433498106340064","0.00186557838581307","-0.00501696916039512","0.0649227780237071","5","-0.0649227780237071"
"GCF_003342675.1","Haloplanus_rubicundus","0.673628467176854","0.641670942363606","0.0319575248132482","0.00200599080085324","-0.0264238070805528","0.0811023854255237","2","-0.0811023854255237"
"GCF_000993805.1","Infirmifilum_uzonense","0.488910449906569","0.458270165208941","0.0306402846976282","0.00114542082077651","0.0476190476190468","0.0502321214323217","6","-0.0502321214323217"
"GCF_022869805.1","Halosolutus_halophilus","0.655675579049516","0.614768778401488","0.0409068006480277","0.00219309169477105","-0.0366212242715805","0.097536044165798","2","-0.097536044165798"
"GCF_003431325.1","Acidilobus_sp._7A","0.586516409648082","0.571103896103894","0.0154125135441882","0.000340266959335383","0.0233766233766218","0.0397631628948372","7","-0.0397631628948372"
"GCF_000800805.1","Candidatus_Methanoplasma_termitum","0.500795483705414","0.453992932862191","0.0468025508432235","0.00226513464785764","0.0447585394581865","0.0826564966618335","3","-0.0826564966618335"
"GCF_041431065.1","Nitrosopumilus_adriaticus","0.339708761625061","0.318969810146282","0.0207389514787796","0.00122722867057107","0.0488639900404625","0.0490147062251234","3","-0.0490147062251234"
"GCF_000875775.1","Nitrosopumilus_piranensis","0.345317278287462","0.323442183309671","0.0218750949777904","0.00115694109410266","0.0511121628017047","0.0542619067777595","3","-0.0542619067777595"
"GCF_023008545.1","Natribaculum_luteum","0.645451311937399","0.603296223531978","0.0421550884054213","0.00227880908875866","-0.0234301098741155","0.0867668907775341","2","-0.0867668907775341"
"GCF_020217425.1","Halomicrobium_urmianum","0.687707174056124","0.649905704856197","0.0378014691999268","0.00215756652966585","-0.0287600188590275","0.0870471080495218","2","-0.0870471080495218"
"GCF_000827835.1","Haloarcula_sp._CBA1115","0.635697336418105","0.597721879449455","0.0379754569686503","0.00211274521832295","-0.0166112956810633","0.0832531029107454","2","-0.0832531029107454"
"GCF_000955905.1","Candidatus_Nitrosotenuis_cloacae","0.415887533875339","0.392418579818474","0.0234689540568651","0.00135923496194189","0.0407545826659539","0.0579946703764945","3","-0.0579946703764945"
"GCF_001305655.1","Halanaeroarchaeum_sulfurireducens","0.63991465616281","0.61110625273284","0.0288084034299703","0.00168743854094424","-0.0189476752659976","0.0774602034591221","2","-0.0774602034591221"
"GCF_001577775.1","Pyrococcus_kukulkanii","0.44987830418294","0.427853466545565","0.0220248376373746","0.00090826712206544","-0.00681198910081715","0.0408562030627444","4","-0.0408562030627444"
"GCF_001548675.1","Methanobrevibacter_sp._YE315","0.362725925925926","0.288340520683596","0.0743854052423295","0.00333201768325087","0.0170899217377423","0.115640795755029","4","-0.115640795755029"
"GCF_003967175.1","Sulfodiicoccus_acidiphilus","0.518593666129898","0.496529527008116","0.0220641391217825","0.00106133028479786","-0.0127343968653794","0.0395844301937113","2","-0.0395844301937113"
"GCF_900083515.1","Cuniculiplasma_divulgatum","0.387257546563905","0.346935261707989","0.0403222848559155","0.00193801700611729","0.00120523415978024","0.0590895024867701","4","-0.0590895024867701"
"GCF_902813195.1","Thermococcus_sp._2319x1","0.450343496281156","0.420069413007395","0.030274083273761","0.00136395064659152","0.0132790101101538","0.0468426663430233","4","-0.0468426663430233"
"GCF_003058365.1","Halococcoides_cellulosivorans","0.667937041707534","0.640302107133795","0.0276349345737382","0.00164354385937318","-0.0220868240670251","0.0751469934719392","2","-0.0751469934719392"
"GCF_013402815.2","Natrinema_halophilum","0.614857945160225","0.58188733405095","0.0329706111092746","0.0019486979607302","-0.0287764621456773","0.0798023298032104","2","-0.0798023298032104"
"GCF_020886315.1","Saccharolobus_caldissimus","0.337466243982623","0.330930749040987","0.0065354949416358","0.000227828403276861","0.00615788411063989","0.0254331327369095","5","-0.0254331327369095"
"GCF_024227995.1","Halomicrococcus_gelatinilyticus","0.691973475851148","0.642483487450463","0.0494899884006854","0.00271663698639061","-0.0385733157199446","0.110027196678974","2","-0.110027196678974"
"GCF_013456555.2","Natrinema_zhouii","0.631156702698728","0.589063386944179","0.0420933157545491","0.00224645598941653","-0.0186691895301193","0.0923992129478618","2","-0.0923992129478618"
"GCF_013391105.1","Natronomonas_salina","0.688689835209659","0.653901437371661","0.0347883978379976","0.00228543506855686","-0.0275496235455149","0.0902127647099991","2","-0.0902127647099991"
"GCF_001647085.1","Thermococcus_piezophilus","0.52411198600175","0.484438470728793","0.0396735152729568","0.00149037110557262","0.00985663082437394","0.0614477088213428","5","-0.0614477088213428"
"GCF_001304615.2","Methanosarcina_flavescens","0.443197506123358","0.380257762155831","0.062939743967527","0.00306085596951333","-0.00117164616285953","0.0933439618937124","4","-0.0933439618937124"
"GCF_029633965.1","Methanogenium_sp._S4BF","0.538358778625954","0.464763948497854","0.0735948301281001","0.00329970260656222","-0.0344778254649492","0.127486103375596","4","-0.127486103375596"
"GCF_003268005.1","Methanosphaera_sp._BMS","0.358190265737436","0.279546137661557","0.0786441280758788","0.0034351404907036","0.0142771265404274","0.114877972380058","4","-0.114877972380058"
"GCF_900696045.1","Candidatus_Nitrosocosmicus_franklandus","0.362045916884627","0.331120889866767","0.0309250270178594","0.0013113146973652","0.0298252047426967","0.0542595826956497","3","-0.0542595826956497"
"GCF_009762275.1","Haloplanus_rallus","0.678465168769878","0.646611872146122","0.0318532966237558","0.0019413767780246","-0.0185388127853893","0.0768213331534335","2","-0.0768213331534335"
"GCF_001870125.1","Candidatus_Nitrosocosmicus_hydrocola","0.359542280837859","0.324353019243533","0.0351892615943256","0.00137692074351994","0.0371599203715996","0.0569543578119763","3","-0.0569543578119763"
"GCF_002787055.1","Candidatus_Nitrosotenuis_aquarius","0.428996045413956","0.400736278447123","0.0282597669668333","0.00154563452030726","0.0460174029451136","0.0667135822278773","3","-0.0667135822278773"
"GCF_003721175.2","Halarchaeum_sp._CBA1220","0.694132772323516","0.661843481899987","0.032289290423529","0.00200148507531165","-0.0194601381042082","0.0841725295949045","2","-0.0841725295949045"
"GCF_002025255.2","Halolamina_sp._CBA1230","0.67703148321705","0.649239896180946","0.0277915870361046","0.00188308241837332","-0.00565443084909356","0.0648698221121136","2","-0.0648698221121136"
"GCF_003721435.2","Halorubrum_sp._CBA1229","0.688670480152539","0.65048018648019","0.0381902936723492","0.00248702453923457","-0.0411188811188798","0.108344139826192","2","-0.108344139826192"
"GCF_031201125.1","Acidiplasma_sp.","0.354801312940848","0.310041525103812","0.044759787837036","0.00236971273061813","0.0203850509626281","0.0799806258891314","4","-0.0799806258891314"
"GCF_001886955.1","Halodesulfurarchaeum_formicicum","0.648732230925442","0.61862881960602","0.0301034113194224","0.0018434470138268","-0.0252830774003445","0.084438761094515","2","-0.084438761094515"
"GCF_013340765.1","Conexivisphaera_calida","0.630173634398987","0.610800744878954","0.0193728895200326","0.000852901537021659","0.0161390440720037","0.0317875388061897","8","-0.0317875388061897"
"GCF_001719125.1","Sulfolobus_sp._A20","0.354207230677819","0.334218615517031","0.0199886151607875","0.000763073550521083","0.0120496741669741","0.0388254527360974","6","-0.0388254527360974"
"GCF_002156965.1","Candidatus_Nitrosomarinus_catalina","0.319233826100779","0.304690618762474","0.0145432073383053","0.000937958506665119","0.053892215568862","0.0481759418692435","3","-0.0481759418692435"
"GCF_900177045.1","Candidatus_Nitrosotalea_okcheonensis","0.384137653682638","0.359191390343225","0.0249462633394137","0.00125098701946842","0.0303955788248986","0.0556036222690243","3","-0.0556036222690243"
"GCF_002813675.1","Methanobacterium_sp._MZ-A1","0.42479601087942","0.354403932814422","0.0703920780649976","0.00312128662613456","0.0152942783012427","0.111263305703944","3","-0.111263305703944"
"GCF_024498175.1","Haloplanus_salinarum","0.681793040677729","0.648304453139559","0.0334885875381694","0.00197682842791716","-0.0282280603689193","0.0849978105677908","2","-0.0849978105677908"
"GCF_002214165.1","Candidatus_Mancarchaeum_acidiphilum","0.404524886877828","0.345837615621788","0.05868727125604","0.00279117688714322","0.056526207605344","0.0992833658089685","4","-0.0992833658089685"
"GCF_001989615.1","Halorientalis_sp._IM1011","0.666708221455057","0.634443306010929","0.0322649154441276","0.00211065957248719","-0.0317622950819675","0.0864486586135242","2","-0.0864486586135242"
"GCF_002201915.1","Methanopyrus_sp._KOL6","0.578400315208826","0.563307155322861","0.0150931598859653","0.000720692516790187","-0.0100349040139602","0.0314980464479186","4","-0.0314980464479186"
"GCF_002201895.1","Methanopyrus_sp._SNP6","0.581611669057867","0.566314398943195","0.0152972701146722","0.000631926085820968","-0.0143108762659621","0.0307530164819108","4","-0.0307530164819108"
"GCF_013407165.1","Nitrosopumilus_oxyclinae","0.334235578289287","0.319471068512602","0.0147645097766852","0.000865274824486293","0.0527156549520787","0.0511329868799877","3","-0.0511329868799877"
"GCF_002197185.1","Thermococcus_sp._5-4","0.571730339791176","0.514543309740478","0.0571870300506987","0.00226623147798958","0.00589821368385535","0.0895935012337104","4","-0.0895935012337104"
"GCF_900198835.1","Thermococcus_henrietii","0.557653383934219","0.520233518439413","0.0374198654948056","0.00160316838253894","-0.00811618966253813","0.0637049288580415","5","-0.0637049288580415"
"GCF_904067545.1","Thermococcus_camini","0.560108181203516","0.509757965686274","0.0503502155172422","0.00204736903679431","0.00674019607843124","0.0792564655172412","4","-0.0792564655172412"
"GCF_002356395.1","Methanothermobacter_sp._EMTCatA1","0.515351941747573","0.427595171773445","0.0877567699741275","0.00404173085137505","-0.0417827298050151","0.149892331719717","2","-0.149892331719717"
"GCF_963457545.1","Nitrosopumilus_sp.","0.367807407407407","0.340475385828549","0.0273320215788587","0.0014283200976321","0.042694604032893","0.0628620429824849","3","-0.0628620429824849"
"GCF_003491305.1","Methanobacterium_sp._BAmetb5","0.446837527661983","0.363290960451979","0.0835465672100043","0.00356269904413007","-0.00183615819208954","0.123249957040512","2","-0.123249957040512"
"GCF_021233415.1","Halobacterium_litoreum","0.694525082760377","0.665255491066357","0.0292695916940198","0.00210819087484344","-0.0456355980425664","0.099327631980811","2","-0.099327631980811"
"GCF_003430805.1","Natrarchaeobaculum_sulfurireducens","0.637597561384115","0.601799894123878","0.0357976672602375","0.00203273359963219","-0.0339685900829372","0.0924237480790112","2","-0.0924237480790112"
"GCF_002906215.1","Candidatus_Nitrosocaldus_islandicus","0.427494026284349","0.413723196881092","0.0137708294032566","0.000681360582273868","0.0547758284600397","0.0401645915864927","3","-0.0401645915864927"
"GCF_041154675.1","Sulfurisphaera_javensis","0.321385853680471","0.309470110343158","0.0119157433373135","0.000413738621432692","0.00351643021704795","0.031340988881148","5","-0.031340988881148"
"GCF_002952775.1","Halalkaliarchaeum_desulfuricum","0.644593486847008","0.608514931396293","0.0360785554507147","0.00207129069949531","-0.0344027441485081","0.0931407023433719","2","-0.0931407023433719"
"GCF_900248165.1","Candidatus_Nitrosocaldus_cavascurensis","0.428633356148757","0.414814814814815","0.0138185413339412","0.000649296200570365","0.0555555555555562","0.0395453434048293","3","-0.0395453434048293"
"GCF_019880245.1","Halobaculum_roseum","0.688522261857577","0.660232974910395","0.0282892869471819","0.00203068304256166","-0.0184587813620073","0.0842211865887563","2","-0.0842211865887563"
"GCF_013407275.1","Candidatus_Nitrosotenuis_sp._DW1","0.420504885005158","0.387682539682541","0.0328223453226174","0.00180948712623775","0.0199999999999995","0.0630445675448392","3","-0.0630445675448392"
"GCF_013407385.1","Nitrosarchaeum_sp._AC2","0.335535074244752","0.316009615384616","0.0195254588601357","0.0008751276362164","0.0451923076923098","0.04947738193706","3","-0.04947738193706"
"GCF_016806735.1","Candidatus_Micrarchaeum_sp.","0.468128970394343","0.408044840092318","0.060084130302025","0.00331812985580368","0.0791295746785372","0.130509451765922","4","-0.130509451765922"
"GCF_004114375.1","Halorubrum_sp._BOL3-1","0.671862837908909","0.638085991678229","0.0337768462306799","0.00220790436423462","-0.0419787332408714","0.102745870733684","2","-0.102745870733684"
"GCF_004087835.1","Halorussus_pelagicus","0.654251997095134","0.609079672941629","0.0451723241535056","0.0027530335491696","-0.0214869747100221","0.101960686960124","2","-0.101960686960124"
"GCF_006740685.1","Candidatus_Nitrosopumilus_sp._SW","0.343248760571595","0.324083196496989","0.0191655640746061","0.000951505877193697","0.0540047436599175","0.0507838818998217","3","-0.0507838818998217"
"GCF_012222305.1","Sulfolobus_sp._S-194","0.333526981667958","0.317234719381961","0.0162922622859962","0.000645859918668705","0.00238582140422638","0.0348448639674317","5","-0.0348448639674317"
"GCF_901686465.1","Halorubrum_sp._DM2","0.683633781273899","0.648499117127727","0.0351346641461718","0.00235994983855482","-0.0363939572297449","0.1056467300673","2","-0.1056467300673"
"GCF_902827225.1","Methanocaldococcus_lauensis","0.295837202104612","0.270285714285713","0.0255514878188986","0.00118792208207919","0.0194708994708984","0.0520276782950887","3","-0.0520276782950887"
"GCF_009617975.1","Candidatus_Nanohalobium_constans","0.436394335511983","0.410521885521884","0.0258724499900982","0.00168202713571208","0.0193602693602703","0.0634987126163604","5","-0.0634987126163604"
"GCF_005155585.1","Haloprofundus_sp._MHR1","0.670325844970654","0.626571613739477","0.0437542312311766","0.00245976976473742","-0.0237632317995271","0.0983880614320871","2","-0.0983880614320871"
"GCF_030323845.1","Methanobacterium_sp._CWC-01","0.463791397473954","0.389061275662123","0.0747301218118311","0.00337465371735035","-0.000626860993575062","0.114629824052859","2","-0.114629824052859"
"GCF_006274605.1","Thermococcus_indicus","0.561387725557107","0.513264033264033","0.0481236922930735","0.00204409765905893","0.00485100485100542","0.080722444891826","4","-0.080722444891826"
"GCF_023169545.1","Nanobdella_aerobiophila","0.247334717895466","0.239990817263545","0.0073439006319207","5.93723600723537e-05","0.0523415977961432","0.0350344281100444","2","0.0350344281100444"
"GCF_031200575.1","Ferroplasma_sp.","0.401102035524439","0.343104928730895","0.0579971067935441","0.00289614728177361","-0.00875837197320939","0.0894070329484473","2","-0.0894070329484473"
"GCF_008000775.2","Promethearchaeum_syntrophicum","0.322843669976891","0.286754227830717","0.0360894421461736","0.00172311226433751","0.0841273929092571","0.0711482454769295","4","-0.0711482454769295"
"GCF_008152015.1","Thermococcus_aciditolerans","0.563185951709","0.511402766017499","0.0517831856915004","0.00222847250025098","0.0172170476996902","0.0798385060414864","4","-0.0798385060414864"
"GCF_007833275.1","Salarchaeum_sp._JOR-1","0.676474213120971","0.640950939588857","0.0355232735321135","0.00216376601586036","-0.0372051961155296","0.107802249443329","2","-0.107802249443329"
"GCF_008033705.1","Methanothermobacter_sp._KEPCO-1","0.504660587639311","0.428121013304174","0.0765395743351372","0.00336366769882333","-0.0342628029888813","0.123760277816092","2","-0.123760277816092"
"GCF_009914355.1","Methanothermobacter_sp._THM-1","0.50449864498645","0.422010178117049","0.0824884668694004","0.00386072422029603","-0.0396219556524901","0.143357241860313","2","-0.143357241860313"
"GCF_009917665.1","Methanothermobacter_sp._THM-2","0.505371732026144","0.429522752497226","0.0758489795289178","0.00336977096244018","-0.0379208287088432","0.123943689110864","2","-0.123943689110864"
"GCF_003351865.1","Methanofervidicoccus_sp._A16","0.389114908236145","0.344042232277525","0.0450726759586199","0.00151381706150918","0.00502765208647538","0.0658368790757641","5","-0.0658368790757641"
"GCF_032878975.1","Methanoplanus_sp._FWC-SCC4","0.421444879321592","0.362327240303166","0.0591176390184254","0.00309193357098812","0.0187249219794911","0.108619793870557","4","-0.108619793870557"
"GCF_009617995.1","Halomicrobium_sp._LC1Hm","0.669236457755592","0.625724104074626","0.0435123536809664","0.00227090396357968","-0.033971526755035","0.098200620740369","2","-0.098200620740369"
"GCF_008831545.1","Halorussus_halophilus","0.628950974634337","0.595646934779332","0.0333040398550054","0.00214800119671726","-0.0272631420394621","0.0799225064915433","2","-0.0799225064915433"
"GCF_009601705.1","Sulfolobus_sp._E5-1-F","0.354479836080842","0.333892916189752","0.0205869198910902","0.000760962680636844","0.00521429479842328","0.0404775468782451","5","-0.0404775468782451"
"GCF_009602405.1","Sulfolobus_sp._E11-6","0.356510522742702","0.339327751486472","0.0171827712562295","0.000539925651861009","0.0126198276908137","0.0370104620704502","5","-0.0370104620704502"
"GCF_016906025.1","Haloterrigena_salifodinae","0.656608619715416","0.609860490315584","0.0467481293998314","0.00264610437973218","-0.0394148720032496","0.108186569058502","2","-0.108186569058502"
"GCF_011602445.1","Haloarcula_sp._JP-L23","0.650683721869008","0.612047637847081","0.0386360840219273","0.00217215910120529","-0.0248058955125638","0.0835696279092758","2","-0.0835696279092758"
"GCF_018141185.1","Methanobacterium_alkalithermotolerans","0.387688299920716","0.326142879280955","0.0615454206397606","0.00265934377607418","0.00263443359677573","0.0958860374071553","4","-0.0958860374071553"
"GCF_013267195.1","Halorubrum_salinarum","0.697557550899752","0.663709273182963","0.033848277716789","0.00225662244197431","-0.0453132832080216","0.107883365436086","2","-0.107883365436086"
"GCF_013402875.1","Halorarum_salinum","0.694671050682781","0.664525205158258","0.0301458455245229","0.00199194214747055","-0.0311059007424752","0.0911540518551156","2","-0.0911540518551156"
"GCF_013401515.1","Halorarum_halophilum","0.683022481510946","0.649996108646584","0.0330263728643625","0.0021384111128264","-0.015331932446104","0.0832092664747572","2","-0.0832092664747572"
"GCF_013391085.1","Natronomonas_halophila","0.654598796576597","0.623259259259265","0.0313395373173322","0.00193835088072643","-0.0275555555555576","0.0853148459593072","2","-0.0853148459593072"
"GCF_014876775.1","Infirmifilum_lucidum","0.548125342090859","0.517295774647887","0.0308295674429726","0.00134219054583809","0.0292957746478859","0.0611769852833473","6","-0.0611769852833473"
"GCF_017094485.1","Natranaeroarchaeum_sulfidigenes","0.622360863537334","0.588814246107917","0.0335466174294169","0.0019791180372649","-0.0309234378332297","0.0898379375403177","2","-0.0898379375403177"
"GCF_009217585.1","Halomicrobium_sp._ZPS1","0.669518190757129","0.627462717916412","0.0420554728407169","0.0022874129719833","-0.0356017643352278","0.103355619868656","2","-0.103355619868656"
"GCF_018128925.1","Nitrosopumilus_sp._K4","0.354693140794224","0.332825203252033","0.0218679375421906","0.00107742490939883","0.0547086720867233","0.0540495093579102","3","-0.0540495093579102"
"GCF_016917835.2","Halobacterium_sp._BOL4-2","0.676681900830508","0.635302556077208","0.0413793447533001","0.00222444523840735","-0.0312989045383438","0.0949135127240913","2","-0.0949135127240913"
"GCF_016917855.1","Halobacterium_sp._GSL-19","0.681431244153414","0.638980716253447","0.0424505278999676","0.00221883155101876","-0.0320936639118476","0.0996130623352321","2","-0.0996130623352321"
"GCF_027563145.1","Actinarchaeum_halophilum","0.577040595083225","0.548743315508024","0.0282972795752011","0.00185269624632192","-0.0222816399287022","0.0691083312686087","2","-0.0691083312686087"
"GCF_017352155.2","Haloterrigena_alkaliphila","0.665300398117988","0.620048250904703","0.0452521472132845","0.00256110677229401","-0.0336147969441083","0.107439521559884","2","-0.107439521559884"
"GCF_021184045.1","Methanococcoides_orientis","0.447445900957137","0.376482185607662","0.0709637153494745","0.00347889576350186","0.0233769891564571","0.116929072341448","4","-0.116929072341448"
"GCF_019704315.1","Stygiolobus_caldivivus","0.411926645091694","0.379225554406528","0.0327010906851654","0.0012036936850693","0.0205676203607939","0.059519429189128","5","-0.059519429189128"
"GCF_018502485.1","Methanospirillum_sp._J.3.6.1-F.2.7.3","0.433015873015873","0.399608904933815","0.0334069680820585","0.00195452283642056","-0.0326915363016432","0.0740106584149897","2","-0.0740106584149897"
"GCF_018623055.1","Halorubrum_sp._2020YC2","0.697939333992746","0.662913907284777","0.0350254267079698","0.00231280222571545","-0.0411699779249458","0.1076523582753","2","-0.1076523582753"
"GCF_017094445.1","Halapricum_desulfuricans","0.653659916737399","0.619544673539526","0.0341152431978738","0.00199631459049777","-0.0206185567010341","0.0813875799676367","2","-0.0813875799676367"
"GCF_019693215.1","Salinarchaeum_sp._IM2453","0.480821645280016","0.475739328248361","0.00508231703165446","0.000719208010742465","0.00575404790579398","0.0299986826144185","3","-0.0299986826144185"
"GCF_024972735.1","Halalkaliarchaeum_sp._AArc-CO","0.648937333958431","0.616041466281934","0.0328958676764968","0.0019493699759972","-0.0382601261087979","0.0934174023564182","2","-0.0934174023564182"
"GCF_024972755.1","Halanaeroarchaeum_sp._HSR-CO","0.646217494089835","0.619988304093574","0.0262291899962607","0.0016505766740157","-0.0240935672514643","0.0755742192360295","2","-0.0755742192360295"
"GCF_023746595.1","Thermococcus_argininiproducens","0.396760473110762","0.36908653846154","0.027673934649222","0.00124021053831597","-0.00721153846153916","0.0470809859312733","4","-0.0470809859312733"
"GCF_023617305.1","Methanobrevibacter_sp._TLL-48-HuF1","0.320655446086481","0.269484882418812","0.0511705636676688","0.00245311332160431","0.0306084359835757","0.0972511907673329","3","-0.0972511907673329"
"GCF_019879105.1","Natrinema_sp._SYSU_A_869","0.627179991109239","0.588563685636852","0.0386163054723876","0.00221415112309937","-0.0275218307738632","0.0906548480800304","2","-0.0906548480800304"
"GCF_019880225.1","Halobaculum_rubrum","0.692278650590671","0.663548140878866","0.0287305097118055","0.00206548800852364","-0.0191909279249828","0.0901632869443888","2","-0.0901632869443888"
"GCF_020885915.1","Candidatus_Methanoliparum_sp._LAM-1","0.369362538612749","0.317402144103714","0.0519603945090356","0.00246860345788741","0.0209424083769633","0.0918756276179861","4","-0.0918756276179861"
"GCF_020150815.1","Haloprofundus_salilacus","0.652347773401999","0.609796540288612","0.0425512331133877","0.00242642594257433","-0.0203459711391953","0.0936850504477948","2","-0.0936850504477948"
"GCF_020097815.1","Haloprofundus_salinisoli","0.661114739821467","0.615969215969221","0.0451455238522459","0.00247532932355296","-0.0226070226070242","0.096901175607898","2","-0.096901175607898"
"GCF_020097835.1","Haloprofundus_halobius","0.65510617424602","0.613082481933717","0.0420236923123034","0.0023766930777944","-0.0247528864523621","0.0930993630490733","2","-0.0930993630490733"
"GCF_020405245.1","Halomicrobium_salinisoli","0.695590779878878","0.661298377028712","0.0342924028501653","0.00225937659807665","-0.0277153558052395","0.0860194107569431","2","-0.0860194107569431"
"GCF_020405205.1","Natrinema_salinisoli","0.644304905742975","0.602057613168722","0.0422472925742536","0.0024750995410938","-0.0360984766442828","0.104921467724057","2","-0.104921467724057"
"GCF_020405225.1","Natrinema_sp._DC36","0.633467291806207","0.59196978353329","0.0414975082729162","0.00224627461354372","-0.0295181870119957","0.0945223289419902","2","-0.0945223289419902"
"GCF_020618475.1","Haladaptatus_halobius","0.600917820574036","0.562772646459388","0.0381451741146481","0.00197947889092142","-0.0151771388925018","0.0815994909265786","4","-0.0815994909265786"
"GCF_020614375.1","Haladaptatus_salinisoli","0.639469878316377","0.592684033177809","0.0467858451385684","0.00248355372722074","-0.0127008812856397","0.089573558979937","4","-0.089573558979937"
"GCF_021655615.1","Acidianus_sp._HS-5","0.35814829588264","0.337791783380021","0.0203565125026183","0.000843475311636095","0.00863678804855195","0.043722525574514","5","-0.043722525574514"
